,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1897,1,1,1,0,24,1,0,0,0,2,0,0,0,0,0,1,0,688,951,1
6083,1,1,1,1,61,1,2,2,1,1,1,1,1,1,2,1,0,384,984,0
1535,1,1,1,0,67,1,2,0,2,2,0,2,0,0,0,0,2,916,4020,0
1465,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,1103,5722,0
4909,1,0,1,0,47,1,0,0,2,2,2,2,2,2,2,1,1,1276,3667,0
1912,1,0,1,1,39,1,0,2,1,1,1,1,1,1,1,1,0,343,6251,0
1335,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,3,609,6467,1
1352,1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,866,3877,0
4247,1,0,1,1,66,1,0,1,2,2,0,2,2,2,2,1,1,121,5648,0
5693,1,1,1,0,70,1,2,0,0,0,2,0,2,2,2,1,1,1080,4452,0
3347,1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,351,3866,0
2706,1,0,1,0,12,1,0,1,0,0,2,0,0,0,0,0,2,1139,927,1
2119,1,0,1,1,41,1,0,2,1,1,1,1,1,1,1,1,0,337,6192,0
5364,1,0,0,0,10,1,2,1,0,0,2,0,0,2,0,1,1,1411,1053,1
2764,1,0,1,1,24,1,2,0,2,2,2,2,0,0,0,0,2,974,1627,0
3151,1,0,1,1,7,1,0,1,2,0,0,0,0,0,0,0,3,1113,288,0
3163,1,1,0,0,33,1,2,1,0,2,0,0,0,2,0,0,2,1411,2957,0
3907,1,0,0,0,11,1,0,1,0,0,2,2,2,0,0,0,3,1396,1177,0
1966,1,1,0,0,17,1,2,0,0,2,0,0,0,0,0,0,1,759,531,0
324,1,0,0,0,66,0,1,0,2,2,0,2,2,2,2,1,0,848,3568,0
586,1,0,0,0,48,1,0,0,2,2,0,0,2,0,2,1,1,900,2900,0
3608,1,0,0,0,33,1,2,1,0,0,0,0,0,0,0,0,2,1116,2614,1
2114,1,0,0,0,35,1,0,0,2,2,0,2,0,0,0,1,3,883,2291,0
1554,1,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,351,4343,0
5957,1,1,1,0,10,1,0,1,0,0,0,0,0,2,0,0,2,1175,776,1
1372,1,0,0,0,16,1,0,1,0,2,0,0,2,2,0,0,3,1498,1812,0
2859,1,1,1,0,68,1,2,0,2,2,2,2,2,2,2,1,1,1368,5099,0
1407,1,0,0,1,71,0,1,0,2,0,0,2,0,2,2,1,3,600,2969,0
198,1,0,1,1,70,1,2,1,0,2,2,2,2,2,2,1,0,225,6038,0
1954,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1120,5771,1
2272,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,677,4146,0
73,1,0,1,1,59,1,2,2,1,1,1,1,1,1,2,1,0,381,785,0
5817,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,597,3741,1
3431,1,0,1,0,17,1,2,1,0,0,2,0,2,2,0,1,2,21,2031,1
5922,1,0,1,1,70,1,2,1,2,0,2,0,2,2,2,0,0,99,5828,0
5571,1,0,1,0,58,1,2,0,0,2,2,0,2,2,1,1,2,1200,4163,0
6867,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,0,332,572,0
5163,1,0,1,1,11,0,1,0,2,2,0,0,0,0,0,1,3,492,4986,0
2981,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,0,343,799,0
6350,1,0,0,1,23,1,0,2,1,1,1,1,1,1,0,1,3,334,5771,0
6422,1,0,0,0,48,1,0,0,2,0,2,0,0,0,1,0,2,738,2419,0
6646,1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,321,6526,0
5705,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,326,1487,0
4157,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,613,4171,0
6272,1,0,0,1,50,1,0,0,0,2,2,2,0,0,1,1,2,867,2855,0
2570,1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,1,1473,2472,1
3779,1,1,1,1,63,1,2,0,2,2,2,2,2,0,2,0,1,1192,4333,1
5893,1,0,1,1,4,1,2,2,1,1,1,1,1,1,2,1,0,376,2341,0
1433,1,0,1,0,72,1,0,0,2,2,0,2,2,0,0,1,3,998,4866,0
4412,1,0,0,0,63,1,2,2,1,1,1,1,1,1,1,0,0,405,1196,0
620,1,1,1,1,2,0,1,0,0,0,0,0,0,2,0,1,0,486,3129,0
6624,1,0,1,1,61,0,1,0,2,0,2,2,2,2,2,1,0,848,3289,0
5304,1,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1028,6203,0
478,1,0,0,0,45,1,0,1,0,0,0,2,2,2,0,1,2,1514,3856,1
5657,1,0,1,0,10,1,2,1,0,0,0,0,2,2,0,1,2,1487,1191,0
5738,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,345,1618,1
3955,1,0,1,0,22,0,1,0,0,0,0,0,2,2,0,1,2,627,601,0
550,1,0,1,1,70,1,2,1,2,2,2,0,2,2,2,1,0,194,5999,0
4970,1,0,0,0,67,0,1,0,0,0,0,0,0,0,1,1,1,383,906,0
6564,1,0,0,0,45,1,0,2,1,1,1,1,1,1,0,0,1,334,6444,0
5271,1,0,0,1,5,1,0,0,0,0,0,0,2,2,0,0,1,959,6141,0
5227,1,0,0,0,67,1,2,1,0,0,0,0,2,2,0,0,2,1516,5153,0
5397,1,0,0,0,56,1,0,1,0,2,0,0,2,0,0,1,2,1296,4383,1
4564,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,333,1606,1
5836,1,0,0,0,56,1,0,2,1,1,1,1,1,1,1,0,3,316,438,0
1643,1,0,1,0,31,1,0,1,0,0,2,2,0,2,0,1,2,1404,2962,0
5201,1,0,0,0,72,1,0,2,1,1,1,1,1,1,1,1,2,331,1114,0
1009,1,1,1,0,16,1,0,2,1,1,1,1,1,1,1,1,2,348,4090,0
737,1,0,1,0,68,1,0,1,2,2,2,2,0,2,2,0,1,20,5561,0
4002,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,1221,4726,0
6029,1,0,0,0,34,1,0,1,2,2,0,2,0,2,0,1,3,1490,3118,0
5026,1,0,1,1,16,1,0,2,1,1,1,1,1,1,1,1,1,333,3776,0
5316,1,0,1,1,44,1,2,1,0,2,2,0,2,0,1,1,2,1465,3849,0
5984,1,0,1,0,6,1,2,1,0,0,0,0,0,2,0,1,2,1302,268,1
4239,1,0,1,1,52,0,1,0,0,2,2,0,0,0,1,1,1,513,1576,0
1550,1,1,1,0,56,1,2,1,0,0,2,0,0,0,0,1,2,1220,3889,0
3438,1,0,1,0,10,1,2,1,0,0,0,0,2,2,0,1,2,1486,1183,1
2517,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1009,5446,1
6520,1,0,0,0,12,1,0,1,0,0,2,0,0,2,0,1,2,1316,1154,1
1507,1,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,326,18,0
1915,1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,1,1,702,495,0
549,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,328,2705,0
4728,1,0,0,0,41,0,1,0,2,0,2,2,0,0,2,0,3,522,1277,0
6656,1,0,1,1,43,1,2,2,1,1,1,1,1,1,2,0,3,368,323,0
3548,1,0,0,0,69,1,2,1,2,0,0,2,0,2,1,0,1,1539,5305,0
3024,1,0,0,1,72,1,0,2,1,1,1,1,1,1,0,0,3,341,1395,0
100,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,337,1610,0
5905,1,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,1299,6206,0
4055,1,0,0,0,50,0,1,0,2,2,0,0,0,2,2,0,0,632,2080,0
2233,1,0,0,0,50,1,0,0,2,2,0,2,2,0,0,1,3,1017,3322,0
5777,1,0,1,0,70,1,2,0,2,2,2,2,0,0,2,0,3,983,4064,0
5156,1,0,0,0,9,1,0,0,2,2,0,0,0,0,1,0,3,785,6433,0
1400,1,0,0,1,23,1,0,2,1,1,1,1,1,1,0,0,3,332,4782,0
1425,1,0,1,0,4,1,0,0,0,0,2,2,2,2,0,1,2,1094,5732,0
1047,1,0,0,0,23,1,0,0,0,0,0,2,0,0,0,1,3,685,937,0
2197,1,0,1,0,63,1,2,0,0,0,0,2,0,2,0,0,2,909,3635,0
1423,1,0,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,22,913,1
2264,1,0,0,0,68,1,2,1,2,2,2,2,2,2,2,1,0,263,5874,0
465,1,0,0,0,68,0,1,0,0,0,0,2,0,2,2,1,3,547,2425,0
3856,1,0,1,0,58,1,2,1,0,2,2,2,2,2,0,1,2,250,5594,0
5724,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,1045,5569,1
6058,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,627,4367,0
3439,1,1,1,0,70,1,2,1,0,2,2,0,2,2,2,1,0,77,5862,1
157,1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,336,3583,0
351,1,0,0,1,9,1,0,0,0,0,0,0,0,0,1,0,3,601,5385,0
3685,1,0,1,0,46,0,1,0,2,0,0,2,2,0,1,1,0,598,1804,0
6114,1,0,0,0,71,1,0,0,0,2,0,2,2,0,0,1,2,962,4359,0
6505,1,0,1,1,52,1,0,0,2,2,2,0,0,0,2,1,0,843,2990,0
1740,1,0,1,1,35,1,0,2,1,1,1,1,1,1,0,1,0,341,5748,0
2860,1,1,0,0,64,1,2,1,0,0,2,0,2,2,0,1,1,27,5402,0
6461,1,0,1,0,44,1,0,1,0,2,0,0,2,0,0,1,1,1305,3652,0
2189,1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,0,0,385,1222,0
5325,1,0,1,1,45,1,0,2,1,1,1,1,1,1,1,0,2,344,6509,0
6970,1,0,0,0,34,1,2,1,0,0,0,0,0,0,0,1,2,1098,2295,1
2522,1,0,1,1,49,1,2,0,0,0,2,2,2,2,1,1,3,1179,3369,0
3996,1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,348,4112,0
1373,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,330,1491,0
5517,1,1,1,1,69,1,0,1,2,2,2,0,0,0,1,1,0,1333,5035,0
167,1,0,1,0,70,1,2,0,2,2,2,2,2,2,2,1,0,1378,5071,0
5793,1,0,0,0,6,1,2,0,0,2,0,0,0,0,0,1,1,773,5854,0
1488,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,705,4302,0
1446,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,681,4224,0
1074,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,355,1730,0
3269,1,0,0,0,62,1,2,2,1,1,1,1,1,1,1,0,1,392,1060,0
4314,1,1,0,0,17,1,2,1,0,2,0,0,2,2,0,1,2,24,2092,1
5631,1,0,1,0,23,0,1,0,0,0,0,0,0,0,0,0,3,396,5908,0
1600,1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,1373,6283,1
1964,1,0,0,0,63,1,0,0,2,2,0,0,0,0,1,1,3,759,2999,0
5001,1,0,0,0,11,1,0,0,0,0,2,2,0,0,0,1,1,763,90,1
5548,1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,0,381,1229,0
3611,1,0,0,0,36,1,0,1,0,2,0,2,2,2,2,1,1,1578,3605,0
4001,1,0,1,1,40,1,2,1,0,2,2,2,2,2,2,1,0,183,4151,0
5597,1,1,0,0,15,1,2,1,0,0,0,2,2,0,0,1,0,1407,1511,1
1168,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,326,1487,0
308,1,1,1,1,32,1,2,1,0,2,0,0,2,2,0,0,2,23,3220,0
3707,1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,0,331,646,0
6385,1,0,0,1,34,1,2,1,0,2,0,0,2,2,0,1,2,32,3143,1
6492,1,0,1,0,17,1,0,2,1,1,1,1,1,1,2,0,3,328,4078,0
3395,1,0,0,0,59,1,2,1,2,2,2,0,0,0,0,0,0,1411,4624,0
1039,1,0,1,0,32,1,0,1,2,2,0,0,0,0,0,1,2,1193,2611,1
965,1,1,0,0,71,1,0,1,2,0,0,2,2,2,0,0,1,6,6148,1
1421,1,1,0,0,72,1,2,1,0,0,0,0,0,2,0,1,1,1287,5677,1
1181,1,1,0,0,14,1,0,0,0,0,2,0,2,0,0,1,0,848,432,1
4160,1,0,0,0,19,1,0,0,2,0,0,2,2,2,1,0,0,1111,1507,0
3841,1,1,1,0,30,1,2,1,0,2,0,0,2,2,0,1,2,1521,2975,1
4004,1,0,1,0,70,1,2,0,2,2,2,2,0,0,2,1,0,978,4058,0
2864,1,0,0,0,34,1,0,0,0,2,0,2,2,0,0,1,0,907,1894,0
5007,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,345,4499,0
2755,1,0,1,0,41,1,0,2,1,1,1,1,1,1,0,0,2,325,6215,0
921,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,342,2204,0
322,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,605,3748,0
248,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,651,4051,1
5210,1,0,1,0,49,0,1,0,0,2,2,2,2,2,1,1,2,856,2768,1
2513,1,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,317,104,0
3529,1,1,1,0,12,1,0,1,0,0,2,0,0,0,0,1,2,1095,729,0
231,1,0,0,0,46,1,0,1,2,2,0,2,0,2,0,1,1,1462,4015,0
1210,1,0,1,1,9,1,0,1,0,0,0,0,0,0,0,1,2,999,284,1
6459,1,1,1,0,47,0,1,0,0,2,0,0,0,0,0,1,1,439,844,0
6630,1,1,0,0,8,1,0,1,0,0,0,0,0,2,0,1,2,1179,399,0
2389,1,0,1,1,69,1,2,0,2,0,2,2,2,2,1,0,2,1308,5095,0
5531,1,0,1,1,65,0,1,0,2,2,0,0,2,0,1,0,3,605,2579,0
91,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,1105,5723,0
318,1,1,1,0,17,1,0,1,0,0,2,0,2,2,0,1,2,1455,1867,1
4981,1,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,695,5587,1
3752,1,0,0,0,51,1,0,0,2,0,2,2,0,0,2,1,2,832,2758,0
5605,1,0,1,1,2,1,0,0,0,0,2,0,2,0,0,0,3,851,4663,0
4500,1,0,1,1,58,1,0,1,0,2,2,2,2,2,1,0,1,72,5186,0
4101,1,0,0,0,56,1,0,0,2,0,0,0,0,2,0,1,0,831,2916,0
1501,1,0,0,0,5,1,0,2,1,1,1,1,1,1,2,0,3,332,2078,0
3950,1,1,0,0,44,1,2,1,0,0,0,0,2,2,0,1,2,1516,3992,1
6690,1,0,1,0,31,1,2,1,0,0,2,2,2,0,2,0,3,1478,2996,0
2770,1,0,1,1,9,1,2,1,0,0,0,0,2,2,0,1,2,1446,933,1
5815,1,1,0,0,72,1,2,1,0,0,0,0,0,2,0,1,2,1300,5753,1
6383,1,0,0,1,16,0,1,0,2,0,2,2,0,0,2,0,3,548,6235,0
3809,1,0,0,0,46,1,0,2,1,1,1,1,1,1,1,0,1,336,6507,0
2199,1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,3,411,630,0
4623,1,1,1,0,66,1,2,1,0,2,2,0,0,2,0,1,0,1499,5145,0
3878,1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,277,6130,0
838,1,0,0,0,30,1,0,0,2,0,2,2,2,2,0,1,1,1188,2466,0
14,1,0,0,0,18,1,0,1,2,0,2,2,2,2,0,1,2,104,2337,0
4039,1,0,0,0,67,1,2,1,0,0,0,0,2,2,0,1,2,1474,5527,0
2802,1,1,1,0,26,1,2,1,0,0,2,2,2,2,0,1,2,92,2910,1
5130,1,0,0,0,71,0,1,0,2,0,0,0,0,0,0,1,2,457,1895,1
339,1,0,1,0,60,1,2,1,0,2,2,0,2,2,0,1,2,63,5270,1
3282,1,0,1,0,57,1,2,1,0,2,2,0,2,2,1,0,0,46,5024,0
1426,1,1,1,0,69,1,2,1,2,2,2,2,0,0,1,1,2,1436,5253,0
622,1,0,1,1,35,1,0,1,0,0,2,0,2,0,1,1,2,1300,2912,0
4782,1,0,0,0,45,1,0,1,0,0,0,0,0,2,0,0,3,1179,3628,0
5469,1,0,0,0,27,1,0,1,0,2,2,0,0,0,0,1,1,1184,2233,0
2885,1,1,0,0,64,1,2,1,2,2,2,2,2,2,2,1,1,278,5926,0
1844,1,0,1,0,55,1,0,0,2,2,2,0,2,0,1,0,1,959,3382,0
2548,1,1,0,0,71,1,0,1,0,0,0,0,0,0,0,1,1,1018,4655,0
196,1,0,1,1,17,1,2,2,1,1,1,1,1,1,2,1,0,378,4822,0
4614,1,0,1,1,67,1,0,2,1,1,1,1,1,1,0,0,3,338,810,0
1869,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,1,378,1245,0
6739,1,0,0,0,34,1,0,0,0,0,0,0,0,2,0,1,2,781,2018,0
432,1,0,0,0,12,1,0,0,2,0,2,0,0,0,0,0,2,732,353,0
1480,1,0,0,0,33,0,1,0,0,0,2,2,0,0,1,0,3,504,567,0
5137,1,1,0,0,51,1,2,1,2,2,2,2,2,2,0,1,2,285,5146,0
3169,1,0,1,1,48,1,0,0,0,2,2,2,2,0,1,1,2,994,3019,0
2850,1,1,1,0,57,1,2,1,0,0,0,2,2,2,0,1,2,1565,4926,0
1760,1,0,1,1,46,1,2,0,0,0,2,0,0,0,1,0,0,761,2263,0
2157,1,0,1,0,47,1,2,1,0,2,2,0,2,2,1,1,0,130,4557,0
3132,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,1097,5717,0
5636,1,0,1,0,6,0,1,0,0,0,0,0,2,2,0,0,2,635,5299,1
4693,1,0,0,1,48,1,2,2,1,1,1,1,1,1,2,0,1,408,604,0
3393,1,0,1,0,59,1,2,1,0,0,2,2,2,2,2,1,0,144,5460,0
3550,1,0,0,0,26,1,0,1,0,0,0,2,2,2,0,1,2,1516,2767,1
4738,1,0,0,0,45,1,2,1,0,2,2,0,2,2,0,0,3,76,4500,1
1545,1,0,0,0,60,1,2,1,0,2,2,0,2,2,2,1,0,89,5227,0
904,1,0,1,1,64,1,0,0,2,2,2,0,2,2,2,0,1,1231,4485,0
6123,1,0,0,0,62,1,2,1,2,0,0,2,0,2,1,0,2,1463,4960,0
1703,1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,2,506,3622,0
4122,1,0,0,1,49,1,0,0,2,2,0,2,0,0,1,0,1,896,2963,0
5261,1,1,1,0,50,1,2,1,0,2,2,2,2,2,2,1,2,196,4964,0
1498,1,1,0,0,7,1,2,1,0,0,0,0,0,0,0,0,2,1124,279,1
254,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,330,1529,0
3794,1,0,1,0,71,1,0,0,0,2,2,0,0,0,0,1,3,758,3777,0
4800,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1472,6418,1
5807,1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,309,187,0
1320,1,0,1,1,26,1,0,1,2,2,2,0,0,2,1,0,3,1488,2723,0
2488,1,0,0,0,25,1,0,0,0,0,2,2,0,0,0,1,2,768,1220,1
376,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,403,2154,0
755,1,1,0,0,13,1,2,1,0,0,2,0,2,2,0,1,2,1557,1404,1
291,1,0,0,0,29,1,0,0,2,2,2,0,0,0,1,0,3,871,1655,0
5910,1,0,0,0,56,1,0,0,0,0,2,0,2,0,0,0,3,865,3535,0
1419,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,3,316,329,0
2476,1,0,1,0,66,1,0,0,2,2,2,2,2,2,2,1,3,1293,4826,0
1197,1,0,1,0,7,1,0,2,1,1,1,1,1,1,0,1,1,322,2948,0
5267,1,1,1,0,72,1,0,2,1,1,1,1,1,1,1,0,1,330,1381,0
4119,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,316,5142,0
1374,1,0,1,1,40,1,0,0,2,2,2,2,2,2,2,1,3,1286,3301,0
5975,1,0,1,1,67,1,0,1,0,2,0,2,2,0,0,1,2,1392,4970,1
6367,1,0,0,0,68,0,1,0,2,0,2,2,0,2,2,0,0,649,2983,0
2178,1,0,1,0,49,1,0,2,1,1,1,1,1,1,2,0,1,331,212,0
5516,1,0,0,0,34,1,2,0,0,0,0,0,0,0,0,0,1,715,1636,1
216,1,0,1,1,70,0,1,0,2,2,2,2,0,0,2,0,1,614,2727,0
3954,1,1,1,0,9,1,2,1,0,0,0,0,2,2,0,1,2,1488,1010,0
506,1,0,0,1,3,1,2,1,0,0,2,0,0,0,0,1,3,1164,6217,0
3467,1,1,0,0,45,1,0,1,0,0,0,0,2,2,0,1,2,1425,3806,1
6809,1,1,1,0,34,1,2,1,0,0,0,0,0,0,0,0,2,1110,2674,1
1544,1,0,1,0,24,1,0,0,0,0,2,0,0,0,0,1,3,680,874,0
4537,1,0,1,0,9,0,1,0,0,2,0,0,2,2,0,1,3,676,6162,0
2799,1,0,0,1,51,1,0,2,1,1,1,1,1,1,1,0,0,315,8,0
6529,1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,3,1108,1007,1
6830,1,0,0,0,29,1,0,2,1,1,1,1,1,1,2,1,3,337,5399,0
5422,1,0,1,1,65,1,0,0,2,2,2,2,0,0,2,0,1,893,3714,0
6592,1,0,0,0,19,1,0,0,0,0,0,2,2,0,1,0,1,836,921,0
1922,1,0,1,1,18,1,2,0,0,0,0,0,2,0,0,0,2,854,740,0
746,1,1,1,1,70,1,2,1,2,2,2,2,2,2,2,1,0,263,6098,0
6910,1,0,0,1,68,1,2,1,2,2,2,2,2,2,2,1,2,257,5955,0
1670,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,683,4226,1
6618,1,0,0,0,19,1,2,1,2,2,0,0,0,0,0,1,1,1332,1839,0
1741,1,0,0,0,8,1,2,0,0,2,2,0,0,2,0,1,0,1046,387,0
3829,1,1,1,0,38,1,2,1,0,2,0,0,2,2,0,1,2,20,3725,1
2020,1,0,1,0,48,1,0,0,2,2,0,0,2,2,1,1,3,1119,3305,0
1860,1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,322,683,0
599,1,0,1,0,62,1,0,2,1,1,1,1,1,1,2,1,1,341,760,0
4622,1,0,0,0,48,1,0,1,0,0,2,0,0,2,0,1,1,1275,3686,0
6277,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,340,2861,1
5022,1,0,1,1,69,1,0,1,2,2,2,2,2,2,2,0,1,175,5902,0
6919,1,0,0,0,50,1,2,1,0,0,2,0,0,2,0,0,1,1385,4111,0
1221,1,0,0,0,72,0,1,0,0,0,0,0,0,0,0,1,3,388,1495,0
2458,1,1,1,0,46,1,2,1,2,0,2,0,2,2,2,1,1,95,4337,0
5306,1,0,1,1,11,1,2,1,0,0,0,0,0,2,0,1,2,1272,860,1
426,1,1,1,0,48,1,2,1,0,2,2,0,2,2,1,1,0,96,4477,0
410,1,1,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,1231,1965,1
6931,1,0,0,0,54,1,0,1,2,2,0,0,2,2,1,0,0,1568,4724,0
438,1,0,1,0,29,1,2,1,0,0,0,2,0,2,0,1,0,1394,2744,0
434,1,0,1,0,36,1,0,2,1,1,1,1,1,1,2,1,2,328,6319,0
1805,1,0,1,1,70,1,2,0,2,2,2,0,0,0,2,0,1,921,3996,0
6810,1,0,0,0,7,0,1,0,0,0,0,2,0,0,0,1,2,443,3720,1
5266,1,0,1,1,31,1,0,0,2,0,2,2,0,0,1,1,3,824,1834,0
1566,1,0,1,1,70,1,0,0,0,2,2,0,2,2,2,1,0,1119,4548,0
4761,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,396,1247,0
5420,1,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,1,252,6110,0
626,1,0,1,0,16,1,2,1,0,2,2,0,0,0,0,0,2,1284,1571,0
210,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,1,629,6174,1
6000,1,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,1,326,6386,0
1109,1,0,1,0,35,1,0,0,0,2,0,0,0,0,0,1,3,683,1684,0
1617,1,0,0,0,20,1,2,0,0,0,2,2,0,0,0,0,2,836,1073,0
4222,1,0,0,0,40,1,0,1,2,2,2,2,2,2,1,0,1,224,4262,0
6177,1,0,0,0,34,1,0,0,0,0,0,0,0,2,0,0,2,749,1552,1
2284,1,0,0,1,23,1,0,0,2,0,2,0,0,0,0,0,3,781,1019,0
6431,1,0,0,0,9,1,0,2,1,1,1,1,1,1,2,0,3,316,2969,0
4582,1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,1400,5060,0
3509,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,607,3749,0
3463,1,0,0,0,31,1,2,1,2,0,0,0,2,0,0,1,2,1420,2924,0
5462,1,0,1,0,61,1,2,0,0,2,0,2,0,2,1,1,3,1022,3800,0
1840,1,0,1,1,62,1,2,1,2,0,2,2,2,2,2,0,0,163,5471,1
527,1,0,1,1,54,1,2,1,0,2,0,2,2,0,1,1,1,1486,4510,0
565,1,0,1,1,69,1,0,0,2,0,2,2,0,2,2,1,1,1036,4208,0
640,1,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,0,404,1088,0
6566,1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,1,286,6083,0
4447,1,0,1,0,65,1,2,1,2,2,0,2,2,2,0,1,2,146,5678,0
290,1,1,0,0,17,1,2,1,0,0,0,0,0,0,0,1,2,1133,1213,1
1886,1,0,1,1,64,1,0,0,2,0,2,2,0,0,2,1,0,855,3379,0
1683,1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,1,325,3629,0
4149,1,0,1,0,69,0,1,0,0,2,0,0,2,2,2,0,2,667,3049,1
6255,1,1,1,0,66,1,2,1,2,0,2,2,2,2,1,1,3,198,5831,0
864,1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,1,1485,1734,1
5740,1,0,1,1,66,0,1,0,2,0,2,2,0,0,2,0,3,531,2407,0
4939,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,311,1344,0
4126,1,0,1,1,56,1,0,2,1,1,1,1,1,1,0,0,3,324,406,0
371,1,0,0,0,12,1,2,1,0,0,0,0,2,0,0,1,2,1312,1358,1
3985,1,1,1,0,8,1,0,0,2,2,0,0,0,0,0,1,0,754,6112,0
2698,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,330,4303,0
5414,1,0,0,0,61,1,2,1,0,2,0,2,2,2,1,1,1,107,5458,1
1921,1,0,1,1,68,1,2,0,0,2,2,2,2,2,2,1,1,1318,4869,0
6376,1,0,0,0,63,1,0,2,1,1,1,1,1,1,2,0,0,320,442,0
1783,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1051,5571,1
3260,1,0,0,0,25,1,0,1,0,2,0,2,0,0,0,1,2,1173,2084,1
122,1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,1099,1931,1
1632,1,0,0,0,43,1,2,1,0,2,2,0,2,2,1,1,1,116,4294,1
6796,1,0,1,1,12,1,2,0,2,0,0,0,0,0,0,0,3,797,251,1
